,OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,ENSEMBL_A,ENSEMBL_B,PUBMED_ID,description_A,description_B
383096,PTPRK,ITGA4,ENSG00000152894,ENSG00000115232,28514442,PROTEIN TYROSINE PHOSPHATASE RECEPTOR TYPE K,INTEGRIN SUBUNIT ALPHA 4
383325,ANTXR1,HSPA5,ENSG00000169604,ENSG00000044574,28514442,ANTXR CELL ADHESION MOLECULE 1,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
383507,TNF,NRP1,ENSG00000232810,ENSG00000099250,28514442,TUMOR NECROSIS FACTOR,NEUROPILIN 1
383636,FGB,TLN1,ENSG00000171564,ENSG00000137076,28514442,FIBRINOGEN BETA CHAIN,TALIN 1
383725,LGALS3,ECE1,ENSG00000131981,ENSG00000117298,28514442,GALECTIN 3,ENDOTHELIN CONVERTING ENZYME 1
383901,LGALS3,PTGFRN,ENSG00000131981,ENSG00000134247,28514442,GALECTIN 3,PROSTAGLANDIN F2 RECEPTOR INHIBITOR
383976,TNF,CD276,ENSG00000232810,ENSG00000103855,28514442,TUMOR NECROSIS FACTOR,CD276 MOLECULE
384335,TNFRSF10A,BMPR1A,ENSG00000104689,ENSG00000107779,28514442,TNF RECEPTOR SUPERFAMILY MEMBER 10A,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A
384419,VAMP4,STX4,ENSG00000117533,ENSG00000103496,28514442,VESICLE ASSOCIATED MEMBRANE PROTEIN 4,SYNTAXIN 4
384454,CLU,NLGN2,ENSG00000120885,ENSG00000169992,28514442,CLUSTERIN,NEUROLIGIN 2
384530,HLA-DRB1,ITGA6,ENSG00000196126,ENSG00000091409,28514442,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DR BETA 1",INTEGRIN SUBUNIT ALPHA 6
384641,MAS1,BMPR1A,ENSG00000130368,ENSG00000107779,28514442,"MAS1 PROTO-ONCOGENE, G PROTEIN-COUPLED RECEPTOR",BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A
385173,CD44,LGALS1,ENSG00000026508,ENSG00000100097,28514442,CD44 MOLECULE (INDIAN BLOOD GROUP),GALECTIN 1
385425,CLEC2D,S1PR1,ENSG00000069493,ENSG00000170989,28514442,C-TYPE LECTIN DOMAIN FAMILY 2 MEMBER D,SPHINGOSINE-1-PHOSPHATE RECEPTOR 1
385483,IL17RB,HLA-F,ENSG00000056736,ENSG00000204642,28514442,INTERLEUKIN 17 RECEPTOR B,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, F"
386373,IL1R1,TNFRSF10B,ENSG00000115594,ENSG00000120889,28514442,INTERLEUKIN 1 RECEPTOR TYPE 1,TNF RECEPTOR SUPERFAMILY MEMBER 10B
386817,LRRC32,HSPA5,ENSG00000137507,ENSG00000044574,28514442,LEUCINE RICH REPEAT CONTAINING 32,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
386930,CD93,CLDND1,ENSG00000125810,ENSG00000080822,28514442,CD93 MOLECULE,CLAUDIN DOMAIN CONTAINING 1
387047,MAS1,EPHA2,ENSG00000130368,ENSG00000142627,28514442,"MAS1 PROTO-ONCOGENE, G PROTEIN-COUPLED RECEPTOR",EPH RECEPTOR A2
387368,TNF,B4GALT1,ENSG00000232810,ENSG00000086062,28514442,TUMOR NECROSIS FACTOR,"BETA-1,4-GALACTOSYLTRANSFERASE 1"
387396,TACR1,TSPAN15,ENSG00000115353,ENSG00000099282,28514442,TACHYKININ RECEPTOR 1,TETRASPANIN 15
387644,SERPINE2,PLAT,ENSG00000135919,ENSG00000104368,28514442,SERPIN FAMILY E MEMBER 2,"PLASMINOGEN ACTIVATOR, TISSUE TYPE"
387747,TNFRSF10A,ACVR2A,ENSG00000104689,ENSG00000121989,28514442,TNF RECEPTOR SUPERFAMILY MEMBER 10A,ACTIVIN A RECEPTOR TYPE 2A
387827,WNT7A,CALR,ENSG00000154764,ENSG00000179218,28514442,WNT FAMILY MEMBER 7A,CALRETICULIN
388103,CD1B,HLA-A,ENSG00000158485,ENSG00000206503,28514442,CD1B MOLECULE,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, A"
388180,CD1B,ADAM9,ENSG00000158485,ENSG00000168615,28514442,CD1B MOLECULE,ADAM METALLOPEPTIDASE DOMAIN 9
388210,HLA-C,SCARB1,ENSG00000204525,ENSG00000073060,28514442,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, C",SCAVENGER RECEPTOR CLASS B MEMBER 1
388455,HLA-DPB1,ERP29,ENSG00000223865,ENSG00000089248,28514442,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DP BETA 1",ENDOPLASMIC RETICULUM PROTEIN 29
388520,FZD10,NRP1,ENSG00000111432,ENSG00000099250,28514442,FRIZZLED CLASS RECEPTOR 10,NEUROPILIN 1
388773,UPK1A,RER1,ENSG00000105668,ENSG00000157916,28514442,UROPLAKIN 1A,RETENTION IN ENDOPLASMIC RETICULUM SORTING RECEPTOR 1
388934,AAMP,ACE2,ENSG00000127837,ENSG00000130234,28514442,ANGIO ASSOCIATED MIGRATORY CELL PROTEIN,ANGIOTENSIN I CONVERTING ENZYME 2
389073,NRROS,HSPA5,ENSG00000174004,ENSG00000044574,28514442,NEGATIVE REGULATOR OF REACTIVE OXYGEN SPECIES,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
389317,IL1R1,BMPR1A,ENSG00000115594,ENSG00000107779,28514442,INTERLEUKIN 1 RECEPTOR TYPE 1,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A
389450,NT5E,CXCR4,ENSG00000135318,ENSG00000121966,28514442,5'-NUCLEOTIDASE ECTO,C-X-C MOTIF CHEMOKINE RECEPTOR 4
389711,LRFN4,LRFN1,ENSG00000173621,ENSG00000128011,28514442,LEUCINE RICH REPEAT AND FIBRONECTIN TYPE III DOMAIN CONTAINING 4,LEUCINE RICH REPEAT AND FIBRONECTIN TYPE III DOMAIN CONTAINING 1
390210,EPPIN,HSPA5,ENSG00000101448,ENSG00000044574,28514442,EPIDIDYMAL PEPTIDASE INHIBITOR,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
390849,CLDND1,BMPR1A,ENSG00000080822,ENSG00000107779,28514442,CLAUDIN DOMAIN CONTAINING 1,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A
390872,HLA-DPA1,CLU,ENSG00000231389,ENSG00000120885,28514442,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DP ALPHA 1",CLUSTERIN
391346,CD79A,BCAM,ENSG00000105369,ENSG00000187244,28514442,CD79A MOLECULE,BASAL CELL ADHESION MOLECULE (LUTHERAN BLOOD GROUP)
391369,FZD10,LGALS1,ENSG00000111432,ENSG00000100097,28514442,FRIZZLED CLASS RECEPTOR 10,GALECTIN 1
391475,LPAR1,LGALS3,ENSG00000198121,ENSG00000131981,28514442,LYSOPHOSPHATIDIC ACID RECEPTOR 1,GALECTIN 3
391578,PDCD1,BMPR1A,ENSG00000188389,ENSG00000107779,28514442,PROGRAMMED CELL DEATH 1,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A
393284,PDGFRB,BMPR1A,ENSG00000113721,ENSG00000107779,28514442,PLATELET DERIVED GROWTH FACTOR RECEPTOR BETA,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A
393377,SDC1,NCAM1,ENSG00000115884,ENSG00000149294,28514442,SYNDECAN 1,NEURAL CELL ADHESION MOLECULE 1
393624,IL17RC,ITGA7,ENSG00000163702,ENSG00000135424,28514442,INTERLEUKIN 17 RECEPTOR C,INTEGRIN SUBUNIT ALPHA 7
393630,HLA-DPB1,IDE,ENSG00000223865,ENSG00000119912,28514442,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DP BETA 1",INSULIN DEGRADING ENZYME
393848,HLA-DRA,HLA-DRB1,ENSG00000204287,ENSG00000196126,28514442,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DR ALPHA","MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DR BETA 1"
394243,SLAMF1,ADAM9,ENSG00000117090,ENSG00000168615,28514442,SIGNALING LYMPHOCYTIC ACTIVATION MOLECULE FAMILY MEMBER 1,ADAM METALLOPEPTIDASE DOMAIN 9
394520,TSPAN33,MSN,ENSG00000158457,ENSG00000147065,28514442,TETRASPANIN 33,MOESIN
394676,WNT4,HSPA5,ENSG00000162552,ENSG00000044574,28514442,WNT FAMILY MEMBER 4,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
394711,WNT7A,LDLR,ENSG00000154764,ENSG00000130164,28514442,WNT FAMILY MEMBER 7A,LOW DENSITY LIPOPROTEIN RECEPTOR
394953,LPAR2,LGALS3,ENSG00000064547,ENSG00000131981,28514442,LYSOPHOSPHATIDIC ACID RECEPTOR 2,GALECTIN 3
395948,ITGAV,ITGA4,ENSG00000138448,ENSG00000115232,25792870,INTEGRIN SUBUNIT ALPHA V,INTEGRIN SUBUNIT ALPHA 4
395949,ITGB3,ITGA4,ENSG00000259207,ENSG00000115232,25792870,INTEGRIN SUBUNIT BETA 3,INTEGRIN SUBUNIT ALPHA 4
395950,ITGAV,ITGAV,ENSG00000138448,ENSG00000138448,25792870,INTEGRIN SUBUNIT ALPHA V,INTEGRIN SUBUNIT ALPHA V
395951,ITGB3,ITGAV,ENSG00000259207,ENSG00000138448,25792870,INTEGRIN SUBUNIT BETA 3,INTEGRIN SUBUNIT ALPHA V
395952,ITGAV,ITGB1,ENSG00000138448,ENSG00000150093,25792870,INTEGRIN SUBUNIT ALPHA V,INTEGRIN SUBUNIT BETA 1
395953,ITGB3,ITGB1,ENSG00000259207,ENSG00000150093,25792870,INTEGRIN SUBUNIT BETA 3,INTEGRIN SUBUNIT BETA 1
396225,EPHA2,EPHA2,ENSG00000142627,ENSG00000142627,28065597,EPH RECEPTOR A2,EPH RECEPTOR A2
396257,EGFR,EGFR,ENSG00000146648,ENSG00000146648,24135280,EPIDERMAL GROWTH FACTOR RECEPTOR,EPIDERMAL GROWTH FACTOR RECEPTOR
396266,EGFR,EGFR,ENSG00000146648,ENSG00000146648,24077285,EPIDERMAL GROWTH FACTOR RECEPTOR,EPIDERMAL GROWTH FACTOR RECEPTOR
396352,EGFR,HBEGF,ENSG00000146648,ENSG00000113070,15358134,EPIDERMAL GROWTH FACTOR RECEPTOR,HEPARIN BINDING EGF LIKE GROWTH FACTOR
396482,FAS,FAS,ENSG00000026103,ENSG00000026103,18328427,FAS CELL SURFACE DEATH RECEPTOR,FAS CELL SURFACE DEATH RECEPTOR
396507,ITGAV,ITGB5,ENSG00000138448,ENSG00000082781,12844492,INTEGRIN SUBUNIT ALPHA V,INTEGRIN SUBUNIT BETA 5
396531,SORT1,BACE1,ENSG00000134243,ENSG00000186318,21245145,SORTILIN 1,BETA-SECRETASE 1
396532,BACE1,SORT1,ENSG00000186318,ENSG00000134243,21245145,BETA-SECRETASE 1,SORTILIN 1
396997,APMAP,INTU,ENSG00000101474,ENSG00000164066,27173435,ADIPOCYTE PLASMA MEMBRANE ASSOCIATED PROTEIN,INTURNED PLANAR CELL POLARITY PROTEIN
397635,C3,TF,ENSG00000125730,ENSG00000091513,27173435,COMPLEMENT C3,TRANSFERRIN
398885,ANXA5,PDIA3,ENSG00000164111,ENSG00000167004,27173435,ANNEXIN A5,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3
401559,EGFR,EGFR,ENSG00000146648,ENSG00000146648,11087732,EPIDERMAL GROWTH FACTOR RECEPTOR,EPIDERMAL GROWTH FACTOR RECEPTOR
401657,EGFR,EGFR,ENSG00000146648,ENSG00000146648,6321473,EPIDERMAL GROWTH FACTOR RECEPTOR,EPIDERMAL GROWTH FACTOR RECEPTOR
401677,SLC9A1,SLC9A1,ENSG00000090020,ENSG00000090020,27751915,SOLUTE CARRIER FAMILY 9 MEMBER A1,SOLUTE CARRIER FAMILY 9 MEMBER A1
401678,SLC9A1,HSPD1,ENSG00000090020,ENSG00000144381,27751915,SOLUTE CARRIER FAMILY 9 MEMBER A1,HEAT SHOCK PROTEIN FAMILY D (HSP60) MEMBER 1
401688,SLC9A1,LGALS1,ENSG00000090020,ENSG00000100097,27751915,SOLUTE CARRIER FAMILY 9 MEMBER A1,GALECTIN 1
401692,SLC9A1,MSN,ENSG00000090020,ENSG00000147065,27751915,SOLUTE CARRIER FAMILY 9 MEMBER A1,MOESIN
401695,SLC9A1,P4HB,ENSG00000090020,ENSG00000185624,27751915,SOLUTE CARRIER FAMILY 9 MEMBER A1,PROLYL 4-HYDROXYLASE SUBUNIT BETA
401696,SLC9A1,ANXA5,ENSG00000090020,ENSG00000164111,27751915,SOLUTE CARRIER FAMILY 9 MEMBER A1,ANNEXIN A5
401704,SLC9A1,CALR,ENSG00000090020,ENSG00000179218,27751915,SOLUTE CARRIER FAMILY 9 MEMBER A1,CALRETICULIN
401708,SLC9A1,TLN1,ENSG00000090020,ENSG00000137076,27751915,SOLUTE CARRIER FAMILY 9 MEMBER A1,TALIN 1
401712,SLC9A1,ENO1,ENSG00000090020,ENSG00000074800,27751915,SOLUTE CARRIER FAMILY 9 MEMBER A1,ENOLASE 1
401714,SLC9A1,HSPA5,ENSG00000090020,ENSG00000044574,27751915,SOLUTE CARRIER FAMILY 9 MEMBER A1,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
401716,SLC9A1,HSP90AB1,ENSG00000090020,ENSG00000096384,27751915,SOLUTE CARRIER FAMILY 9 MEMBER A1,HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS B MEMBER 1
401770,TEK,TEK,ENSG00000120156,ENSG00000120156,26285778,TEK RECEPTOR TYROSINE KINASE,TEK RECEPTOR TYROSINE KINASE
401771,NTRK1,NTRK1,ENSG00000198400,ENSG00000198400,26285778,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1,NEUROTROPHIC RECEPTOR TYROSINE KINASE 1
401772,MET,MET,ENSG00000105976,ENSG00000105976,26285778,"MET PROTO-ONCOGENE, RECEPTOR TYROSINE KINASE","MET PROTO-ONCOGENE, RECEPTOR TYROSINE KINASE"
406844,PDGFRA,PDGFRA,ENSG00000134853,ENSG00000134853,7682895,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA
407464,ITGB1,TLN1,ENSG00000150093,ENSG00000137076,19843520,INTEGRIN SUBUNIT BETA 1,TALIN 1
407469,TLN1,ITGB1,ENSG00000137076,ENSG00000150093,19843520,TALIN 1,INTEGRIN SUBUNIT BETA 1
407470,TLN1,ITGB3,ENSG00000137076,ENSG00000259207,19843520,TALIN 1,INTEGRIN SUBUNIT BETA 3
407471,TLN1,ITGB7,ENSG00000137076,ENSG00000139626,19843520,TALIN 1,INTEGRIN SUBUNIT BETA 7
407479,CALR,HLA-B,ENSG00000179218,ENSG00000234745,11823531,CALRETICULIN,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, B"
407482,CALR,PDIA3,ENSG00000179218,ENSG00000167004,11823531,CALRETICULIN,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3
407483,HLA-B,B2M,ENSG00000234745,ENSG00000166710,11823531,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, B",BETA-2-MICROGLOBULIN
407488,PDIA3,CALR,ENSG00000167004,ENSG00000179218,11823531,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,CALRETICULIN
407490,PDIA3,HLA-B,ENSG00000167004,ENSG00000234745,11823531,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, B"
407493,KIT,KIT,ENSG00000157404,ENSG00000157404,9949175,"KIT PROTO-ONCOGENE, RECEPTOR TYROSINE KINASE","KIT PROTO-ONCOGENE, RECEPTOR TYROSINE KINASE"
407494,CSF1R,KIT,ENSG00000182578,ENSG00000157404,9949175,COLONY STIMULATING FACTOR 1 RECEPTOR,"KIT PROTO-ONCOGENE, RECEPTOR TYROSINE KINASE"
407497,ITGA2B,ITGB3,ENSG00000005961,ENSG00000259207,9351872,INTEGRIN SUBUNIT ALPHA 2B,INTEGRIN SUBUNIT BETA 3
407498,ITGB3,ITGA2B,ENSG00000259207,ENSG00000005961,9351872,INTEGRIN SUBUNIT BETA 3,INTEGRIN SUBUNIT ALPHA 2B
407843,ITGA2B,ITGB3,ENSG00000005961,ENSG00000259207,11412103,INTEGRIN SUBUNIT ALPHA 2B,INTEGRIN SUBUNIT BETA 3
407844,TLN1,ITGB3,ENSG00000137076,ENSG00000259207,11412103,TALIN 1,INTEGRIN SUBUNIT BETA 3
410007,ITGA2B,ITGB3,ENSG00000005961,ENSG00000259207,18791937,INTEGRIN SUBUNIT ALPHA 2B,INTEGRIN SUBUNIT BETA 3
410396,CSF1R,CSF1R,ENSG00000182578,ENSG00000182578,9380408,COLONY STIMULATING FACTOR 1 RECEPTOR,COLONY STIMULATING FACTOR 1 RECEPTOR
410408,INSR,INSR,ENSG00000171105,ENSG00000171105,2033070,INSULIN RECEPTOR,INSULIN RECEPTOR
410689,ITGB3,ITGA2B,ENSG00000259207,ENSG00000005961,15219201,INTEGRIN SUBUNIT BETA 3,INTEGRIN SUBUNIT ALPHA 2B
410929,ITGA2B,ITGB3,ENSG00000005961,ENSG00000259207,10358085,INTEGRIN SUBUNIT ALPHA 2B,INTEGRIN SUBUNIT BETA 3
410930,ITGA5,ITGB3,ENSG00000161638,ENSG00000259207,10358085,INTEGRIN SUBUNIT ALPHA 5,INTEGRIN SUBUNIT BETA 3
410931,EGFR,EGFR,ENSG00000146648,ENSG00000146648,2915986,EPIDERMAL GROWTH FACTOR RECEPTOR,EPIDERMAL GROWTH FACTOR RECEPTOR
411105,FGA,ITGA2B,ENSG00000171560,ENSG00000005961,9058485,FIBRINOGEN ALPHA CHAIN,INTEGRIN SUBUNIT ALPHA 2B
411106,FGA,ITGB3,ENSG00000171560,ENSG00000259207,9058485,FIBRINOGEN ALPHA CHAIN,INTEGRIN SUBUNIT BETA 3
414034,TNFRSF1A,TNF,ENSG00000067182,ENSG00000232810,15173183,TNF RECEPTOR SUPERFAMILY MEMBER 1A,TUMOR NECROSIS FACTOR
414036,TNF,TNF,ENSG00000232810,ENSG00000232810,15173183,TUMOR NECROSIS FACTOR,TUMOR NECROSIS FACTOR
414059,PRNP,HSPD1,ENSG00000171867,ENSG00000144381,28900035,PRION PROTEIN,HEAT SHOCK PROTEIN FAMILY D (HSP60) MEMBER 1
414085,GRIN2A,GRIN1,ENSG00000183454,ENSG00000176884,14732708,GLUTAMATE IONOTROPIC RECEPTOR NMDA TYPE SUBUNIT 2A,GLUTAMATE IONOTROPIC RECEPTOR NMDA TYPE SUBUNIT 1
414445,HPN,EGFR,ENSG00000105707,ENSG00000146648,19911255,HEPSIN,EPIDERMAL GROWTH FACTOR RECEPTOR
414684,CD74,CD44,ENSG00000019582,ENSG00000026508,27872288,CD74 MOLECULE,CD44 MOLECULE (INDIAN BLOOD GROUP)
415271,EGFR,EGFR,ENSG00000146648,ENSG00000146648,19560417,EPIDERMAL GROWTH FACTOR RECEPTOR,EPIDERMAL GROWTH FACTOR RECEPTOR
415395,MAP3K5,MAP3K5,ENSG00000197442,ENSG00000197442,19805025,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 5,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 5
417038,HLA-B,B2M,ENSG00000234745,ENSG00000166710,12244049,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, B",BETA-2-MICROGLOBULIN
417536,TLN1,ITGA5,ENSG00000137076,ENSG00000161638,28263956,TALIN 1,INTEGRIN SUBUNIT ALPHA 5
417598,ITGA2B,FGG,ENSG00000005961,ENSG00000171557,16877710,INTEGRIN SUBUNIT ALPHA 2B,FIBRINOGEN GAMMA CHAIN
417599,ITGB3,FGG,ENSG00000259207,ENSG00000171557,16877710,INTEGRIN SUBUNIT BETA 3,FIBRINOGEN GAMMA CHAIN
419215,ABCA1,APOA1,ENSG00000165029,ENSG00000118137,27017521,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,APOLIPOPROTEIN A1
419216,APOA1,ABCA1,ENSG00000118137,ENSG00000165029,27017521,APOLIPOPROTEIN A1,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1
419231,ITGB3,ITGAV,ENSG00000259207,ENSG00000138448,10891446,INTEGRIN SUBUNIT BETA 3,INTEGRIN SUBUNIT ALPHA V
419232,ITGB3,ITGA2B,ENSG00000259207,ENSG00000005961,10891446,INTEGRIN SUBUNIT BETA 3,INTEGRIN SUBUNIT ALPHA 2B
419271,TNFRSF1A,TNF,ENSG00000067182,ENSG00000232810,11448951,TNF RECEPTOR SUPERFAMILY MEMBER 1A,TUMOR NECROSIS FACTOR
421291,FGFR3,EPHA4,ENSG00000068078,ENSG00000116106,16365308,FIBROBLAST GROWTH FACTOR RECEPTOR 3,EPH RECEPTOR A4
421294,FGFR2,EPHA4,ENSG00000066468,ENSG00000116106,16365308,FIBROBLAST GROWTH FACTOR RECEPTOR 2,EPH RECEPTOR A4
426041,EGFR,EGFR,ENSG00000146648,ENSG00000146648,9092812,EPIDERMAL GROWTH FACTOR RECEPTOR,EPIDERMAL GROWTH FACTOR RECEPTOR
426362,CFTR,HSPD1,ENSG00000001626,ENSG00000144381,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,HEAT SHOCK PROTEIN FAMILY D (HSP60) MEMBER 1
426412,CFTR,ANXA1,ENSG00000001626,ENSG00000135046,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,ANNEXIN A1
426425,CFTR,ANXA5,ENSG00000001626,ENSG00000164111,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,ANNEXIN A5
426428,CFTR,PDIA3,ENSG00000001626,ENSG00000167004,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3
426429,CFTR,TF,ENSG00000001626,ENSG00000091513,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,TRANSFERRIN
426430,CFTR,EPCAM,ENSG00000001626,ENSG00000119888,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,EPITHELIAL CELL ADHESION MOLECULE
426432,CFTR,MSN,ENSG00000001626,ENSG00000147065,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,MOESIN
426480,CFTR,CFTR,ENSG00000001626,ENSG00000001626,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR
426487,CFTR,HSPA5,ENSG00000001626,ENSG00000044574,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
426528,CFTR,EGFR,ENSG00000001626,ENSG00000146648,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,EPIDERMAL GROWTH FACTOR RECEPTOR
426558,CFTR,ITGA2,ENSG00000001626,ENSG00000164171,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,INTEGRIN SUBUNIT ALPHA 2
426561,CFTR,ADAM17,ENSG00000001626,ENSG00000151694,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,ADAM METALLOPEPTIDASE DOMAIN 17
426577,CFTR,C1QBP,ENSG00000001626,ENSG00000108561,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,COMPLEMENT C1Q BINDING PROTEIN
426578,CFTR,ITGA3,ENSG00000001626,ENSG00000005884,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,INTEGRIN SUBUNIT ALPHA 3
426606,CFTR,CLPTM1,ENSG00000001626,ENSG00000104853,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,CLPTM1 REGULATOR OF GABA TYPE A RECEPTOR FORWARD TRAFFICKING
426612,CFTR,ITGB4,ENSG00000001626,ENSG00000132470,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,INTEGRIN SUBUNIT BETA 4
426615,CFTR,P4HB,ENSG00000001626,ENSG00000185624,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,PROLYL 4-HYDROXYLASE SUBUNIT BETA
426617,CFTR,PDIA4,ENSG00000001626,ENSG00000155660,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 4
426657,CFTR,LMO7,ENSG00000001626,ENSG00000136153,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,LIM DOMAIN 7
426658,CFTR,CAPN2,ENSG00000001626,ENSG00000162909,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,CALPAIN 2
426684,CFTR,ENO1,ENSG00000001626,ENSG00000074800,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,ENOLASE 1
426686,CFTR,CALR,ENSG00000001626,ENSG00000179218,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,CALRETICULIN
426719,CFTR,PHB,ENSG00000001626,ENSG00000167085,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,PROHIBITIN
426753,CFTR,C3,ENSG00000001626,ENSG00000125730,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,COMPLEMENT C3
426772,CFTR,AIMP1,ENSG00000001626,ENSG00000164022,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,AMINOACYL TRNA SYNTHETASE COMPLEX INTERACTING MULTIFUNCTIONAL PROTEIN 1
426780,CFTR,LMAN2,ENSG00000001626,ENSG00000169223,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,"LECTIN, MANNOSE BINDING 2"
426827,CFTR,B2M,ENSG00000001626,ENSG00000166710,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,BETA-2-MICROGLOBULIN
426828,CFTR,HLA-E,ENSG00000001626,ENSG00000204592,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, E"
426892,CFTR,ICAM1,ENSG00000001626,ENSG00000090339,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,INTERCELLULAR ADHESION MOLECULE 1
426903,CFTR,APMAP,ENSG00000001626,ENSG00000101474,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,ADIPOCYTE PLASMA MEMBRANE ASSOCIATED PROTEIN
426927,CFTR,HLA-F,ENSG00000001626,ENSG00000204642,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, F"
426933,CFTR,ITGB1,ENSG00000001626,ENSG00000150093,26618866,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,INTEGRIN SUBUNIT BETA 1
