X.BioGRID.Interaction.ID,Entrez.Gene.Interactor.A,Entrez.Gene.Interactor.B,BioGRID.ID.Interactor.A,BioGRID.ID.Interactor.B,Systematic.Name.Interactor.A,Systematic.Name.Interactor.B,Official.Symbol.Interactor.A,Official.Symbol.Interactor.B,Synonyms.Interactor.A,Synonyms.Interactor.B,Experimental.System,Experimental.System.Type,Author,Pubmed.ID,Organism.Interactor.A,Organism.Interactor.B,Throughput,Score,Modification,Phenotypes,Qualifications,Tags,Source.Database,ENSEMBL_A,ENSEMBL_B
2297993,1956,1956,108276,108276,-,-,EGFR,EGFR,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Biochemical Activity,physical,Li L (2014),24077285,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000146648,ENSG00000146648
2298129,1956,1839,108276,108172,-,-,EGFR,HBEGF,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,DTR|DTS|DTSF|HEGFL,Reconstituted Complex,physical,Kinugasa Y (2004),15358134,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000146648,ENSG00000113070
2327522,355,355,106851,106851,RP11-399O19.7,RP11-399O19.7,FAS,FAS,ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6,ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6,Affinity Capture-Western,physical,Kleber S (2008),18328427,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000026103,ENSG00000026103
2327552,3685,3693,109891,109899,-,-,ITGAV,ITGB5,CD51|MSK8|VNRA|VTNR,-,Affinity Capture-Western,physical,Avraham HK (2003),12844492,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000138448,ENSG00000082781
2327608,6272,23621,112180,117154,-,-,SORT1,BACE1,Gp95|LDLCQ6|NT3,ASP2|BACE|HSPC104,Affinity Capture-Western,physical,Finan GM (2011),21245145,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000134243,ENSG00000186318
2327609,23621,6272,117154,112180,-,-,BACE1,SORT1,ASP2|BACE|HSPC104,Gp95|LDLCQ6|NT3,Affinity Capture-Western,physical,Finan GM (2011),21245145,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000186318,ENSG00000134243
2328206,57136,27152,121397,118034,RP4-568C11.2,-,APMAP,INTU,BSCv|C20orf3,INT|PDZD6|PDZK6,Affinity Capture-MS,physical,Boldt K (2016),27173435,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000101474,ENSG00000164066
2328844,718,7018,107179,112876,-,PRO1400,C3,TF,AHUS5|ARMD9|ASP|C3a|C3b|CPAMD1|HEL-S-62p,PRO1557|PRO2086|TFQTL1,Affinity Capture-MS,physical,Boldt K (2016),27173435,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000125730,ENSG00000091513
2330094,308,2923,106805,109180,-,-,ANXA5,PDIA3,ANX5|ENX2|HEL-S-7|PP4|RPRGL3,ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC,Affinity Capture-MS,physical,Boldt K (2016),27173435,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000164111,ENSG00000167004
2331799,3503,7018,109724,112876,-,PRO1400,IGHG4,TF,-,PRO1557|PRO2086|TFQTL1,Affinity Capture-MS,physical,Boldt K (2016),27173435,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,NA,ENSG00000091513
2333526,1956,1956,108276,108276,-,-,EGFR,EGFR,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Co-purification,physical,Fernandes H (2001),11087732,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000146648,ENSG00000146648
2333527,1956,1956,108276,108276,-,-,EGFR,EGFR,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Biochemical Activity,physical,Fernandes H (2001),11087732,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000146648,ENSG00000146648
2334346,1956,1956,108276,108276,-,-,EGFR,EGFR,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Biochemical Activity,physical,Cochet C (1984),6321473,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000146648,ENSG00000146648
2334647,6548,3320,112438,109552,RP4-633N17.1,-,SLC9A1,HSP90AA1,APNH|NHE-1|NHE1|PPP1R143,EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2,Affinity Capture-Western,physical,Amith SR (2017),27751915,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000090020,ENSG00000080824
2334648,6548,2023,112438,108338,RP4-633N17.1,-,SLC9A1,ENO1,APNH|NHE-1|NHE1|PPP1R143,ENO1L1|MPB1|NNE|PPH,Affinity Capture-Western,physical,Amith SR (2017),27751915,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000090020,ENSG00000074800
2337842,7010,7010,112869,112869,-,-,TEK,TEK,CD202B|TIE-2|TIE2|VMCM|VMCM1,CD202B|TIE-2|TIE2|VMCM|VMCM1,Biochemical Activity,physical,Smith BD (2015),26285778,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000120156,ENSG00000120156
2337843,4914,4914,110969,110969,-,-,NTRK1,NTRK1,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA,Biochemical Activity,physical,Smith BD (2015),26285778,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000198400,ENSG00000198400
2337844,4233,4233,110391,110391,-,-,MET,MET,AUTS9|HGFR|RCCP2|c-Met,AUTS9|HGFR|RCCP2|c-Met,Biochemical Activity,physical,Smith BD (2015),26285778,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000105976,ENSG00000105976
2375915,5156,5156,111182,111182,-,-,PDGFRA,PDGFRA,CD140A|PDGFR-2|PDGFR2|RHEPDGFRA,CD140A|PDGFR-2|PDGFR2|RHEPDGFRA,Biochemical Activity,physical,Valius M (1993),7682895,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000134853,ENSG00000134853
2376785,3688,7094,109894,112949,RP11-479G22.2,RP11-112J3.1,ITGB1,TLN1,CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB,ILWEQ|TLN,Reconstituted Complex,physical,Anthis NJ (2009),19843520,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000150093,ENSG00000137076
2376790,7094,3688,112949,109894,RP11-112J3.1,RP11-479G22.2,TLN1,ITGB1,ILWEQ|TLN,CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB,Reconstituted Complex,physical,Anthis NJ (2009),19843520,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000137076,ENSG00000150093
2376791,7094,3690,112949,109896,RP11-112J3.1,-,TLN1,ITGB3,ILWEQ|TLN,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,Reconstituted Complex,physical,Anthis NJ (2009),19843520,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000137076,ENSG00000259207
2376792,7094,3695,112949,109901,RP11-112J3.1,-,TLN1,ITGB7,ILWEQ|TLN,-,Reconstituted Complex,physical,Anthis NJ (2009),19843520,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000137076,ENSG00000139626
2376801,811,3106,107262,109351,-,CDABP0067,CALR,HLA-B,CRT|HEL-S-99n|RO|SSA|cC1qR,AS|HLAB|SPDA1,Affinity Capture-Western,physical,Tan P (2002),11823531,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000179218,ENSG00000234745
2376804,811,2923,107262,109180,-,-,CALR,PDIA3,CRT|HEL-S-99n|RO|SSA|cC1qR,ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC,Affinity Capture-Western,physical,Tan P (2002),11823531,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000179218,ENSG00000167004
2376805,3106,567,109351,107044,CDABP0067,CDABP0092,HLA-B,B2M,AS|HLAB|SPDA1,-,Reconstituted Complex,physical,Tan P (2002),11823531,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000234745,ENSG00000166710
2376810,2923,811,109180,107262,-,-,PDIA3,CALR,ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC,CRT|HEL-S-99n|RO|SSA|cC1qR,Affinity Capture-Western,physical,Tan P (2002),11823531,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000167004,ENSG00000179218
2376812,2923,3106,109180,109351,-,CDABP0067,PDIA3,HLA-B,ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC,AS|HLAB|SPDA1,Affinity Capture-Western,physical,Tan P (2002),11823531,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000167004,ENSG00000234745
2376816,3815,3815,110015,110015,-,-,KIT,KIT,C-Kit|CD117|PBT|SCFR,C-Kit|CD117|PBT|SCFR,Affinity Capture-Western,physical,Tsujimura T (1999),9949175,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000157404,ENSG00000157404
2376817,1436,3815,107823,110015,-,-,CSF1R,KIT,C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R,C-Kit|CD117|PBT|SCFR,Affinity Capture-Western,physical,Tsujimura T (1999),9949175,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000182578,ENSG00000157404
2376818,1436,3815,107823,110015,-,-,CSF1R,KIT,C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R,C-Kit|CD117|PBT|SCFR,Biochemical Activity,physical,Tsujimura T (1999),9949175,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000182578,ENSG00000157404
2376829,3674,3690,109881,109896,-,-,ITGA2B,ITGB3,BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GTA|HPA3|PPP1R93,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,Reconstituted Complex,physical,Wang R (1997),9351872,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000005961,ENSG00000259207
2376830,3690,3674,109896,109881,-,-,ITGB3,ITGA2B,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GTA|HPA3|PPP1R93,Affinity Capture-Western,physical,Wang R (1997),9351872,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000259207,ENSG00000005961
2377284,3674,3690,109881,109896,-,-,ITGA2B,ITGB3,BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GTA|HPA3|PPP1R93,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,Co-crystal Structure,physical,Ulmer TS (2001),11412103,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000005961,ENSG00000259207
2377285,7094,3690,112949,109896,RP11-112J3.1,-,TLN1,ITGB3,ILWEQ|TLN,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,Reconstituted Complex,physical,Ulmer TS (2001),11412103,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000137076,ENSG00000259207
2377286,3674,3690,109881,109896,-,-,ITGA2B,ITGB3,BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GTA|HPA3|PPP1R93,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,Reconstituted Complex,physical,Ulmer TS (2001),11412103,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000005961,ENSG00000259207
2379680,3674,3690,109881,109896,-,-,ITGA2B,ITGB3,BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GTA|HPA3|PPP1R93,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,Affinity Capture-Western,physical,Afrasiabi A (2008),18791937,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000005961,ENSG00000259207
2380388,339535,1956,130903,108276,-,-,LINC01139,EGFR,-,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Affinity Capture-RNA,physical,Lin A (2016),26751287,9606,9606,Low Throughput,-,-,-,"LINC01139 RNA isolated with labeled DNA probes, hit protein detected",-,BIOGRID,NA,ENSG00000146648
2380394,339535,1956,130903,108276,-,-,LINC01139,EGFR,-,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Protein-RNA,physical,Lin A (2016),26751287,9606,9606,Low Throughput,-,-,-,"LINC01139 RNA pulldown in cell lysate, hit protein detected",-,BIOGRID,NA,ENSG00000146648
2380443,1436,1436,107823,107823,-,-,CSF1R,CSF1R,C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R,C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R,Biochemical Activity,physical,Mancini A (1997),9380408,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000182578,ENSG00000182578
2380456,3643,3643,109854,109854,-,-,INSR,INSR,CD220|HHF5,CD220|HHF5,Reconstituted Complex,physical,Frattali AL (1991),2033070,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000171105,ENSG00000171105
2380457,3643,3643,109854,109854,-,-,INSR,INSR,CD220|HHF5,CD220|HHF5,Biochemical Activity,physical,Frattali AL (1991),2033070,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000171105,ENSG00000171105
2380867,4851,84719,110913,124222,-,-,NOTCH1,LINC00260,AOS5|AOVD1|TAN1|hN1,C1orf217|NCRNA00260,Two-hybrid,physical,Daakour S (2016),27229929,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000148400,NA
2380869,4851,157927,110913,127633,-,RP11-555H7.1,NOTCH1,C9orf62,AOS5|AOVD1|TAN1|hN1,-,Two-hybrid,physical,Daakour S (2016),27229929,9606,9606,High Throughput,-,-,-,-,-,BIOGRID,ENSG00000148400,NA
2381000,3690,3674,109896,109881,-,-,ITGB3,ITGA2B,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GTA|HPA3|PPP1R93,Affinity Capture-Western,physical,Rosenberg N (2004),15219201,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000259207,ENSG00000005961
2381463,3674,3690,109881,109896,-,-,ITGA2B,ITGB3,BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GTA|HPA3|PPP1R93,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,Reconstituted Complex,physical,Vallar L (1999),10358085,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000005961,ENSG00000259207
2381464,3678,3690,109884,109896,-,-,ITGA5,ITGB3,CD49e|FNRA|VLA5A,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,Reconstituted Complex,physical,Vallar L (1999),10358085,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000161638,ENSG00000259207
2381466,1956,1956,108276,108276,-,-,EGFR,EGFR,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Biochemical Activity,physical,Honegger AM (1989),2915986,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000146648,ENSG00000146648
2381680,2243,3674,108534,109881,-,-,FGA,ITGA2B,Fib2,BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GTA|HPA3|PPP1R93,Protein-peptide,physical,Wierzbicka I (1997),9058485,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000171560,ENSG00000005961
2381681,2243,3690,108534,109896,-,-,FGA,ITGB3,Fib2,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,Protein-peptide,physical,Wierzbicka I (1997),9058485,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000171560,ENSG00000259207
2385776,7132,7124,112986,112979,-,DADB-70P7.1,TNFRSF1A,TNF,CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60,DIF|TNF-alpha|TNFA|TNFSF2,Reconstituted Complex,physical,Nielsen FS (2004),15173183,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000067182,ENSG00000232810
2385778,7124,7124,112979,112979,DADB-70P7.1,DADB-70P7.1,TNF,TNF,DIF|TNF-alpha|TNFA|TNFSF2,DIF|TNF-alpha|TNFA|TNFSF2,Reconstituted Complex,physical,Nielsen FS (2004),15173183,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000232810,ENSG00000232810
2385801,5621,3329,111606,109561,RP5-1068H6.2,-,PRNP,HSPD1,ASCR|AltPrP|CD230|CJD|GSS|KURU|PRIP|PrP|PrP27-30|PrP33-35C|PrPc|p27-30,CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13,Affinity Capture-MS,physical,Wu GR (2017),28900035,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000171867,ENSG00000144381
2385803,5621,3320,111606,109552,RP5-1068H6.2,-,PRNP,HSP90AA1,ASCR|AltPrP|CD230|CJD|GSS|KURU|PRIP|PrP|PrP27-30|PrP33-35C|PrPc|p27-30,EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2,Affinity Capture-MS,physical,Wu GR (2017),28900035,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000171867,ENSG00000080824
2385827,2903,2902,109160,109159,RP11-297M9.2,RP11-350O14.1,GRIN2A,GRIN1,EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A,GluN1|MRD8|NMD-R1|NMDA1|NMDAR1|NR1,Affinity Capture-Western,physical,Papadakis M (2004),14732708,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000183454,ENSG00000176884
2385946,1956,4513,108276,110616,-,-,EGFR,COX2,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,COII|MTCO2,Protein-peptide,physical,Boerner JL (2004),15282306,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000146648,NA
2385947,1956,4513,108276,110616,-,-,EGFR,COX2,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,COII|MTCO2,Affinity Capture-Western,physical,Boerner JL (2004),15282306,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000146648,NA
2385949,1956,4513,108276,110616,-,-,EGFR,COX2,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,COII|MTCO2,Co-fractionation,physical,Boerner JL (2004),15282306,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000146648,NA
2386595,4851,102,110913,106616,-,-,NOTCH1,ADAM10,AOS5|AOVD1|TAN1|hN1,AD10|AD18|CD156c|HsT18717|MADM|RAK|kuz,Co-localization,physical,Chastagner P (2017),28611181,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000148400,ENSG00000137845
2386620,3249,1956,109486,108276,-,-,HPN,EGFR,TMPRSS1,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Biochemical Activity,physical,Chen M (2010),19911255,9606,9606,Low Throughput,-,Proteolytic Processing,-,-,-,BIOGRID,ENSG00000105707,ENSG00000146648
2386779,59272,8847,121864,114373,UNQ868/PRO1885,RP4-534K7.3,ACE2,DLEU2,ACEH,1B4|BCMSUN|DLB2|LEU2|LINC00022|MIR15AHG|NCRNA00022|RFP2OS|TRIM13OS,Affinity Capture-RNA,physical,Li W (2017),28977802,9606,9606,Low Throughput,-,-,-,ALT1(DLEU2) non-coding RNA is bound in an IP of ACE2 protein,-,BIOGRID,ENSG00000130234,NA
2386780,8847,59272,114373,121864,RP4-534K7.3,UNQ868/PRO1885,DLEU2,ACE2,1B4|BCMSUN|DLB2|LEU2|LINC00022|MIR15AHG|NCRNA00022|RFP2OS|TRIM13OS,ACEH,Protein-RNA,physical,Li W (2017),28977802,9606,9606,Low Throughput,-,-,-,mass spec identifies ACE2 as a protein bound by ALT1(DLEU2) non-coding RNA,-,BIOGRID,NA,ENSG00000130234
2387324,972,960,107410,107398,-,AL133330.1,CD74,CD44,DHLAG|HLADG|II|Ia-GAMMA,CDW44|CSPG8|ECMR-III|HCELL|HUTCH-I|IN|LHR|MC56|MDU2|MDU3|MIC4|Pgp1,FRET,physical,Yoo SA (2016),27872288,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000019582,ENSG00000026508
2391504,1956,1956,108276,108276,-,-,EGFR,EGFR,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,Biochemical Activity,physical,Red Brewer M (2009),19560417,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID,ENSG00000146648,ENSG00000146648
2392129,4217,4217,110381,110381,RP3-325F22.4,RP3-325F22.4,MAP3K5,MAP3K5,ASK1|MAPKKK5|MEKK5,ASK1|MAPKKK5|MEKK5,Affinity Capture-Western,physical,Yoon KW (2009),19805025,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000197442,ENSG00000197442
2393797,3106,567,109351,107044,CDABP0067,CDABP0092,HLA-B,B2M,AS|HLAB|SPDA1,-,Co-crystal Structure,physical,Huelsmeyer M (2002),12244049,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000234745,ENSG00000166710
2397213,7094,3678,112949,109884,RP11-112J3.1,-,TLN1,ITGA5,ILWEQ|TLN,CD49e|FNRA|VLA5A,Co-localization,physical,Lilja J (2017),28263956,9606,9606,Low Throughput,-,-,-,Proximity Ligation Assay|Sources of TLN1 and ITGA5 not clear,-,BIOGRID,ENSG00000137076,ENSG00000161638
2397325,3674,2266,109881,108557,-,PRO2061,ITGA2B,FGG,BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GTA|HPA3|PPP1R93,-,Protein-peptide,physical,Hantgan RR (2006),16877710,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000005961,ENSG00000171557
2397326,3690,2266,109896,108557,-,PRO2061,ITGB3,FGG,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,-,Protein-peptide,physical,Hantgan RR (2006),16877710,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000259207,ENSG00000171557
2398997,19,335,106537,106832,-,-,ABCA1,APOA1,ABC-1|ABC1|CERP|HDLDT1|TGD,-,Affinity Capture-Western,physical,Zhang M (2016),27017521,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000165029,ENSG00000118137
2398998,335,19,106832,106537,-,-,APOA1,ABCA1,-,ABC-1|ABC1|CERP|HDLDT1|TGD,Affinity Capture-Western,physical,Zhang M (2016),27017521,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000118137,ENSG00000165029
2399115,3690,3685,109896,109891,-,-,ITGB3,ITGAV,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,CD51|MSK8|VNRA|VTNR,Affinity Capture-Western,physical,Ward CM (2000),10891446,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000259207,ENSG00000138448
2399116,3690,3674,109896,109881,-,-,ITGB3,ITGA2B,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GTA|HPA3|PPP1R93,Affinity Capture-Western,physical,Ward CM (2000),10891446,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000259207,ENSG00000005961
2399210,7132,7124,112986,112979,-,DADB-70P7.1,TNFRSF1A,TNF,CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60,DIF|TNF-alpha|TNFA|TNFSF2,Reconstituted Complex,physical,Ameloot P (2001),11448951,9606,9606,Low Throughput,-,-,-,Surface plasmon resonance,-,BIOGRID,ENSG00000067182,ENSG00000232810
2399729,406881,9255,135730,114679,-,-,MIRLET7A1,AIMP1,LET7A1|MIRNLET7A1|let-7a-1,EMAP2|EMAPII|HLD3|SCYE1|p43,Affinity Capture-RNA,physical,Treiber T (2017),28431233,9606,9606,High Throughput,-,-,-,Hit protein identified by MS,-,BIOGRID,NA,ENSG00000164022
2399742,406881,708,135730,107169,-,-,MIRLET7A1,C1QBP,LET7A1|MIRNLET7A1|let-7a-1,GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32,Affinity Capture-RNA,physical,Treiber T (2017),28431233,9606,9606,High Throughput,-,-,-,Hit protein identified by MS,-,BIOGRID,NA,ENSG00000108561
2399829,406882,9255,135731,114679,-,-,MIRLET7A2,AIMP1,LET7A2|MIRNLET7A2|let-7a-2,EMAP2|EMAPII|HLD3|SCYE1|p43,Affinity Capture-RNA,physical,Treiber T (2017),28431233,9606,9606,High Throughput,-,-,-,Hit protein identified by MS,-,BIOGRID,NA,ENSG00000164022
2399838,406882,708,135731,107169,-,-,MIRLET7A2,C1QBP,LET7A2|MIRNLET7A2|let-7a-2,GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32,Affinity Capture-RNA,physical,Treiber T (2017),28431233,9606,9606,High Throughput,-,-,-,Hit protein identified by MS,-,BIOGRID,NA,ENSG00000108561
2399927,406883,9255,135732,114679,-,-,MIRLET7A3,AIMP1,LET7A3|MIRNLET7A3|let-7a-3,EMAP2|EMAPII|HLD3|SCYE1|p43,Affinity Capture-RNA,physical,Treiber T (2017),28431233,9606,9606,High Throughput,-,-,-,Hit protein identified by MS,-,BIOGRID,NA,ENSG00000164022
2399939,406883,708,135732,107169,-,-,MIRLET7A3,C1QBP,LET7A3|MIRNLET7A3|let-7a-3,GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32,Affinity Capture-RNA,physical,Treiber T (2017),28431233,9606,9606,High Throughput,-,-,-,Hit protein identified by MS,-,BIOGRID,NA,ENSG00000108561
2400023,406884,9255,135733,114679,-,-,MIRLET7B,AIMP1,LET7B|MIRNLET7B|hsa-let-7b|let-7b,EMAP2|EMAPII|HLD3|SCYE1|p43,Affinity Capture-RNA,physical,Treiber T (2017),28431233,9606,9606,High Throughput,-,-,-,Hit protein identified by MS,-,BIOGRID,NA,ENSG00000164022
2400036,406884,708,135733,107169,-,-,MIRLET7B,C1QBP,LET7B|MIRNLET7B|hsa-let-7b|let-7b,GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32,Affinity Capture-RNA,physical,Treiber T (2017),28431233,9606,9606,High Throughput,-,-,-,Hit protein identified by MS,-,BIOGRID,NA,ENSG00000108561
